[[ 1.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [-2.50000000e-01,  9.68245837e-01,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [-2.50000000e-01, -6.45497224e-02,  9.66091783e-01,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [ 0.00000000e+00, -2.58198890e-01, -1.72516390e-02,  9.65937738e-01,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [ 0.00000000e+00, -2.58198890e-01, -2.76026224e-01, -7.39473867e-02,  9.22862201e-01,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [ 0.00000000e+00,  0.00000000e+00, -2.58774585e-01, -4.62171167e-03, -7.77692866e-02,  9.62790887e-01,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, -2.58815853e-01, -2.07384764e-02, -2.91754814e-03,  9.65699621e-01,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00],
 [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00, -2.58815853e-01, -2.91634825e-01, -2.47991592e-02, -7.57026916e-02,  9.17397181e-01,  0.00000000e+00,  0.00000000e+00],
 [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00, -2.70896348e-01, -2.81543396e-01, -6.66811273e-03, -9.42772055e-02,  9.15650495e-01,  0.00000000e+00],
 [ 0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00,  0.00000000e+00, -2.59661785e-01, -7.84483851e-04, -7.08393443e-03, -8.05756624e-02,  9.62305836e-01]]

